生まれ年,年代,体力年齢,性別,身長,tests
nan,40代男性,40~44,男,170.0,長座体前屈
nan,40代男性,35~39,男,175.0,長座体前屈
nan,40代男性,40~44,男,175.0,長座体前屈
nan,40代男性,45~49,男,175.0,長座体前屈
nan,30代男性,35~39,男,170.0,長座体前屈
nan,30代男性,35~39,男,175.0,長座体前屈
nan,30代男性,35~39,男,175.0,長座体前屈
nan,30代男性,35~39,男,175.0,長座体前屈
nan,30代男性,45~49,男,175.0,長座体前屈
nan,30代男性,20~24,男,170.0,長座体前屈
nan,30代男性,20~24,男,175.0,長座体前屈
nan,30代男性,20~24,男,175.0,長座体前屈
nan,30代男性,25~29,男,170.0,長座体前屈
nan,30代男性,25~29,男,175.0,長座体前屈
nan,30代男性,45~49,男,170.0,長座体前屈
1983.0,30代男性,20~24,男,161.0,長座体前屈
1983.0,30代男性,35~39,男,174.0,長座体前屈
1983.0,30代男性,30~34,男,175.0,長座体前屈
1984.0,30代男性,20~24,男,182.0,長座体前屈
1985.0,30代男性,20~24,男,170.0,長座体前屈
1985.0,30代男性,20~24,男,180.0,長座体前屈
1985.0,30代男性,20~24,男,170.5,長座体前屈
1986.0,30代男性,20~24,男,171.0,長座体前屈
1986.0,30代男性,20~24,男,175.0,長座体前屈
1987.0,30代男性,25~29,男,168.0,長座体前屈
1988.0,30代男性,20~24,男,175.0,長座体前屈
1988.0,30代男性,35~39,男,181.0,長座体前屈
1988.0,30代男性,30~34,男,174.0,長座体前屈
1988.0,30代男性,20~24,男,168.0,長座体前屈
1989.0,30代男性,65~69,男,170.0,長座体前屈
1989.0,30代男性,30~34,男,167.0,長座体前屈
1990.0,30代男性,45~49,男,182.0,長座体前屈
1990.0,30代男性,55~59,男,174.0,長座体前屈
1991.0,30代男性,35~39,男,164.0,長座体前屈
1991.0,30代男性,20~24,男,172.0,長座体前屈
1991.0,30代男性,20~24,男,176.0,長座体前屈
1992.0,30代男性,20~24,男,170.0,長座体前屈
1992.0,30代男性,20~24,男,170.0,長座体前屈
1992.0,30代男性,40~44,男,170.0,長座体前屈
1992.0,30代男性,20~24,男,172.0,長座体前屈
1993.0,20代男性,35~39,男,162.0,長座体前屈
1993.0,20代男性,20~24,男,173.0,長座体前屈
1993.0,20代男性,35~39,男,177.0,長座体前屈
1994.0,20代男性,20~24,男,175.0,長座体前屈
1994.0,20代男性,20~24,男,175.0,長座体前屈
1994.0,20代男性,20~24,男,169.0,長座体前屈
1994.0,20代男性,40~44,男,165.0,長座体前屈
1994.0,20代男性,30~34,男,185.0,長座体前屈
1995.0,20代男性,35~39,男,176.0,長座体前屈
1995.0,20代男性,20~24,男,171.0,長座体前屈
1995.0,20代男性,20~24,男,171.2,長座体前屈
1995.0,20代男性,20~24,男,175.0,長座体前屈
1995.0,20代男性,20~24,男,169.0,長座体前屈
1996.0,20代男性,50~54,男,176.0,長座体前屈
1996.0,20代男性,20~24,男,172.0,長座体前屈
1996.0,20代男性,50~54,男,162.0,長座体前屈
1996.0,20代男性,30~34,男,169.0,長座体前屈
1996.0,20代男性,20~24,男,175.0,長座体前屈
1997.0,20代男性,30~34,男,181.0,長座体前屈
1999.0,20代男性,25~29,男,173.0,長座体前屈
1999.0,20代男性,50~54,男,175.0,長座体前屈
2000.0,20代男性,75~79,男,161.0,長座体前屈
2000.0,20代男性,20~24,男,170.0,長座体前屈
2000.0,20代男性,20~24,男,176.0,長座体前屈
2001.0,20代男性,20~24,男,166.0,長座体前屈
2001.0,20代男性,20~24,男,160.0,長座体前屈
2001.0,20代男性,20~24,男,171.0,長座体前屈
2005.0,10代男性,40~44,男,166.0,長座体前屈
2008.0,10代男性,25~29,男,159.0,長座体前屈
1963.0,50代女性,50~54,女,164.0,長座体前屈
1963.0,50代女性,60~64,女,160.0,長座体前屈
1964.0,50代女性,30~34,女,164.0,長座体前屈
1965.0,50代女性,55~59,女,156.0,長座体前屈
1965.0,50代女性,45~49,女,152.0,長座体前屈
1965.0,50代女性,45~49,女,158.0,長座体前屈
1965.0,50代女性,25~29,女,154.0,長座体前屈
1965.0,50代女性,45~49,女,155.0,長座体前屈
1965.0,50代女性,65~69,女,158.0,長座体前屈
1966.0,50代女性,50~54,女,162.0,長座体前屈
1966.0,50代女性,40~44,女,161.5,長座体前屈
1967.0,50代女性,40~44,女,154.0,長座体前屈
1967.0,50代女性,55~59,女,168.0,長座体前屈
1967.0,50代女性,35~39,女,160.0,長座体前屈
1967.0,50代女性,45~49,女,158.0,長座体前屈
1967.0,50代女性,30~34,女,168.0,長座体前屈
1967.0,50代女性,65~69,女,162.0,長座体前屈
1967.0,50代女性,40~44,女,153.6,長座体前屈
1968.0,50代女性,45~49,女,157.0,長座体前屈
1968.0,50代女性,40~44,女,164.0,長座体前屈
1969.0,50代女性,40~44,女,166.0,長座体前屈
1969.0,50代女性,40~44,女,163.0,長座体前屈
1969.0,50代女性,40~44,女,157.4,長座体前屈
1969.0,50代女性,30~34,女,161.0,長座体前屈
1969.0,50代女性,40~44,女,158.0,長座体前屈
1969.0,50代女性,50~54,女,158.0,長座体前屈
1969.0,50代女性,50~54,女,160.0,長座体前屈
1969.0,50代女性,25~29,女,162.0,長座体前屈
1970.0,50代女性,20~24,女,155.0,長座体前屈
1970.0,50代女性,45~49,女,155.0,長座体前屈
1970.0,50代女性,55~59,女,164.0,長座体前屈
1970.0,50代女性,55~59,女,148.0,長座体前屈
1970.0,50代女性,20~24,女,160.0,長座体前屈
1970.0,50代女性,40~44,女,166.0,長座体前屈
1970.0,50代女性,35~39,女,155.0,長座体前屈
1970.0,50代女性,55~59,女,154.0,長座体前屈
1970.0,50代女性,60~64,女,152.0,長座体前屈
1970.0,50代女性,50~54,女,155.0,長座体前屈
1970.0,50代女性,30~34,女,159.0,長座体前屈
1970.0,50代女性,55~59,女,169.0,長座体前屈
1970.0,50代女性,45~49,女,164.0,長座体前屈
1970.0,50代女性,40~44,女,160.0,長座体前屈
1971.0,50代女性,45~49,女,162.0,長座体前屈
1971.0,50代女性,45~49,女,160.0,長座体前屈
1971.0,50代女性,40~44,女,153.0,長座体前屈
1971.0,50代女性,60~64,女,163.0,長座体前屈
1971.0,50代女性,45~49,女,165.0,長座体前屈
1971.0,50代女性,45~49,女,165.0,長座体前屈
1971.0,50代女性,60~64,女,154.0,長座体前屈
1971.0,50代女性,50~54,女,161.0,長座体前屈
1971.0,50代女性,55~59,女,164.0,長座体前屈
1971.0,50代女性,35~39,女,159.0,長座体前屈
1971.0,50代女性,55~59,女,169.0,長座体前屈
1971.0,50代女性,20~24,女,163.0,長座体前屈
1971.0,50代女性,35~39,女,153.0,長座体前屈
1971.0,50代女性,35~39,女,161.5,長座体前屈
1971.0,50代女性,50~54,女,163.0,長座体前屈
1971.0,50代女性,25~29,女,160.0,長座体前屈
1971.0,50代女性,55~59,女,161.0,長座体前屈
1972.0,50代女性,35~39,女,155.0,長座体前屈
1972.0,50代女性,30~34,女,160.0,長座体前屈
1972.0,50代女性,30~34,女,158.0,長座体前屈
1972.0,50代女性,45~49,女,157.0,長座体前屈
1972.0,50代女性,45~49,女,157.0,長座体前屈
1972.0,50代女性,30~34,女,159.5,長座体前屈
1972.0,50代女性,45~49,女,167.0,長座体前屈
1972.0,50代女性,25~29,女,153.0,長座体前屈
1972.0,50代女性,55~59,女,160.0,長座体前屈
1972.0,50代女性,40~44,女,156.0,長座体前屈
1972.0,50代女性,25~29,女,159.0,長座体前屈
1972.0,50代女性,70~74,女,160.0,長座体前屈
1972.0,50代女性,50~54,女,155.0,長座体前屈
1972.0,50代女性,35~39,女,163.0,長座体前屈
1972.0,50代女性,50~54,女,152.0,長座体前屈
1972.0,50代女性,45~49,女,158.0,長座体前屈
1972.0,50代女性,35~39,女,167.5,長座体前屈
1972.0,50代女性,45~49,女,160.0,長座体前屈
1972.0,50代女性,50~54,女,157.0,長座体前屈
1973.0,40代女性,40~44,女,163.0,長座体前屈
1973.0,40代女性,30~34,女,150.0,長座体前屈
1973.0,40代女性,60~64,女,165.0,長座体前屈
1973.0,40代女性,55~59,女,168.0,長座体前屈
1973.0,40代女性,55~59,女,155.0,長座体前屈
1973.0,40代女性,55~59,女,162.3,長座体前屈
1973.0,40代女性,35~39,女,157.0,長座体前屈
1973.0,40代女性,30~34,女,160.0,長座体前屈
1973.0,40代女性,65~69,女,160.0,長座体前屈
1973.0,40代女性,40~44,女,160.0,長座体前屈
1973.0,40代女性,55~59,女,154.0,長座体前屈
1973.0,40代女性,50~54,女,154.0,長座体前屈
1973.0,40代女性,35~39,女,163.0,長座体前屈
1974.0,40代女性,55~59,女,160.0,長座体前屈
1974.0,40代女性,55~59,女,160.0,長座体前屈
1974.0,40代女性,30~34,女,160.0,長座体前屈
1974.0,40代女性,30~34,女,160.0,長座体前屈
1974.0,40代女性,40~44,女,160.0,長座体前屈
1974.0,40代女性,35~39,女,155.0,長座体前屈
1974.0,40代女性,65~69,女,168.0,長座体前屈
1974.0,40代女性,45~49,女,160.0,長座体前屈
1974.0,40代女性,45~49,女,155.0,長座体前屈
1974.0,40代女性,20~24,女,165.0,長座体前屈
1974.0,40代女性,50~54,女,164.5,長座体前屈
1974.0,40代女性,30~34,女,166.0,長座体前屈
1974.0,40代女性,40~44,女,154.0,長座体前屈
1975.0,40代女性,30~34,女,155.0,長座体前屈
1975.0,40代女性,35~39,女,163.0,長座体前屈
1975.0,40代女性,60~64,女,157.0,長座体前屈
1975.0,40代女性,60~64,女,162.0,長座体前屈
1975.0,40代女性,30~34,女,160.0,長座体前屈
1975.0,40代女性,45~49,女,155.0,長座体前屈
1975.0,40代女性,40~44,女,158.0,長座体前屈
1975.0,40代女性,20~24,女,166.0,長座体前屈
1976.0,40代女性,30~34,女,158.0,長座体前屈
1976.0,40代女性,30~34,女,158.0,長座体前屈
1976.0,40代女性,50~54,女,160.0,長座体前屈
1976.0,40代女性,50~54,女,160.0,長座体前屈
1976.0,40代女性,30~34,女,161.0,長座体前屈
1977.0,40代女性,45~49,女,152.0,長座体前屈
1977.0,40代女性,45~49,女,154.0,長座体前屈
1977.0,40代女性,35~39,女,158.0,長座体前屈
1977.0,40代女性,55~59,女,163.5,長座体前屈
1977.0,40代女性,45~49,女,162.0,長座体前屈
1978.0,40代女性,35~39,女,161.5,長座体前屈
1978.0,40代女性,20~24,女,158.0,長座体前屈
1978.0,40代女性,40~44,女,167.0,長座体前屈
1978.0,40代女性,30~34,女,162.0,長座体前屈
1978.0,40代女性,70~74,女,168.0,長座体前屈
1978.0,40代女性,50~54,女,165.5,長座体前屈
1979.0,40代女性,25~29,女,163.0,長座体前屈
1979.0,40代女性,40~44,女,152.0,長座体前屈
1979.0,40代女性,45~49,女,158.0,長座体前屈
1980.0,40代女性,65~69,女,166.0,長座体前屈
1980.0,40代女性,20~24,女,153.0,長座体前屈
1981.0,40代女性,20~24,女,156.0,長座体前屈
nan,40代女性,50~54,女,160.0,長座体前屈
1982.0,40代女性,45~49,女,163.0,長座体前屈
1983.0,40代女性,25~29,女,nan,長座体前屈
1983.0,30代女性,20~24,女,158.0,長座体前屈
1984.0,30代女性,30~34,女,162.0,長座体前屈
1985.0,30代女性,20~24,女,157.0,長座体前屈
1987.0,30代女性,25~29,女,164.0,長座体前屈
1987.0,30代女性,20~24,女,160.0,長座体前屈
1988.0,30代女性,35~39,女,168.0,長座体前屈
1988.0,30代女性,20~24,女,159.0,長座体前屈
1989.0,30代女性,20~24,女,158.0,長座体前屈
1989.0,30代女性,25~29,女,153.0,長座体前屈
1989.0,30代女性,55~59,女,154.0,長座体前屈
1990.0,30代女性,50~54,女,166.0,長座体前屈
1990.0,30代女性,55~59,女,158.5,長座体前屈
1990.0,30代女性,25~29,女,158.0,長座体前屈
1991.0,30代女性,35~39,女,163.0,長座体前屈
1992.0,30代女性,20~24,女,159.0,長座体前屈
1992.0,30代女性,20~24,女,155.0,長座体前屈
1992.0,30代女性,35~39,女,155.0,長座体前屈
1992.0,30代女性,30~34,女,164.0,長座体前屈
nan,30代女性,50~54,女,162.0,長座体前屈
nan,30代女性,50~54,女,158.0,長座体前屈
nan,30代女性,40~44,女,165.0,長座体前屈
nan,30代女性,45~49,女,155.0,長座体前屈
nan,30代女性,50~54,女,160.0,長座体前屈
nan,30代女性,40~44,女,160.0,長座体前屈
nan,30代女性,35~39,女,160.0,長座体前屈
nan,30代女性,35~39,女,166.0,長座体前屈
nan,30代女性,35~39,女,157.0,長座体前屈
nan,30代女性,45~49,女,154.0,長座体前屈
nan,30代女性,40~44,女,154.0,長座体前屈
nan,30代女性,20~24,女,156.5,長座体前屈
1993.0,20代女性,25~29,女,170.0,長座体前屈
1993.0,20代女性,35~39,女,167.0,長座体前屈
1993.0,20代女性,35~39,女,154.0,長座体前屈
1994.0,20代女性,30~34,女,156.0,長座体前屈
1994.0,20代女性,20~24,女,nan,長座体前屈
1994.0,20代女性,45~49,女,151.0,長座体前屈
1994.0,20代女性,25~29,女,168.0,長座体前屈
1995.0,20代女性,35~39,女,166.0,長座体前屈
1995.0,20代女性,45~49,女,155.0,長座体前屈
1996.0,20代女性,30~34,女,152.6,長座体前屈
1997.0,20代女性,30~34,女,156.0,長座体前屈
1997.0,20代女性,40~44,女,161.0,長座体前屈
1998.0,20代女性,30~34,女,148.0,長座体前屈
1998.0,20代女性,45~49,女,148.0,長座体前屈
1999.0,20代女性,25~29,女,199.0,長座体前屈
2011.0,10代女性,35~39,女,143.0,長座体前屈
2012.0,10代女性,40~44,女,126.0,長座体前屈
2015.0,nan,45~49,女,120.0,長座体前屈
1950.0,70代男性,50~54,男,164.0,閉眼片足立ち
1957.0,60代男性,35~39,男,165.0,閉眼片足立ち
1958.0,60代男性,30~34,男,164.0,閉眼片足立ち
1960.0,60代男性,45~49,男,170.0,閉眼片足立ち
1960.0,60代男性,65~69,男,167.0,閉眼片足立ち
1960.0,60代男性,45~49,男,174.0,閉眼片足立ち
1960.0,60代男性,50~54,男,173.0,閉眼片足立ち
1962.0,60代男性,50~54,男,173.0,閉眼片足立ち
1962.0,60代男性,45~49,男,170.0,閉眼片足立ち
1962.0,60代男性,40~44,男,166.0,閉眼片足立ち
1963.0,50代男性,30~34,男,170.0,閉眼片足立ち
1966.0,50代男性,50~54,男,175.0,閉眼片足立ち
1969.0,50代男性,20~24,男,171.5,閉眼片足立ち
1969.0,50代男性,50~54,男,167.0,閉眼片足立ち
1969.0,50代男性,45~49,男,177.0,閉眼片足立ち
1969.0,50代男性,40~44,男,170.0,閉眼片足立ち
1969.0,50代男性,30~34,男,172.0,閉眼片足立ち
1969.0,50代男性,50~54,男,158.0,閉眼片足立ち
1969.0,50代男性,35~39,男,168.0,閉眼片足立ち
1970.0,50代男性,35~39,男,167.0,閉眼片足立ち
1970.0,50代男性,55~59,男,171.0,閉眼片足立ち
1971.0,50代男性,20~24,男,173.0,閉眼片足立ち
1971.0,50代男性,35~39,男,160.0,閉眼片足立ち
1971.0,50代男性,25~29,男,180.0,閉眼片足立ち
1971.0,50代男性,50~54,男,167.0,閉眼片足立ち
1972.0,50代男性,25~29,男,171.0,閉眼片足立ち
1972.0,50代男性,30~34,男,172.0,閉眼片足立ち
1974.0,40代男性,30~34,男,174.0,閉眼片足立ち
1974.0,40代男性,35~39,男,0.0,閉眼片足立ち
1974.0,40代男性,20~24,男,170.0,閉眼片足立ち
1974.0,40代男性,40~44,男,180.0,閉眼片足立ち
1974.0,40代男性,40~44,男,171.0,閉眼片足立ち
1975.0,40代男性,30~34,男,176.0,閉眼片足立ち
1975.0,40代男性,55~59,男,171.0,閉眼片足立ち
1975.0,40代男性,35~39,男,174.0,閉眼片足立ち
1976.0,40代男性,50~54,男,162.0,閉眼片足立ち
1976.0,40代男性,45~49,男,167.0,閉眼片足立ち
1977.0,40代男性,40~44,男,181.0,閉眼片足立ち
1977.0,40代男性,20~24,男,170.0,閉眼片足立ち
1979.0,40代男性,25~29,男,172.0,閉眼片足立ち
1979.0,40代男性,30~34,男,167.0,閉眼片足立ち
1979.0,40代男性,25~29,男,170.0,閉眼片足立ち
1979.0,40代男性,40~44,男,168.0,閉眼片足立ち
1980.0,40代男性,40~44,男,175.0,閉眼片足立ち
1980.0,40代男性,20~24,男,172.0,閉眼片足立ち
1980.0,40代男性,40~44,男,159.0,閉眼片足立ち
1981.0,40代男性,55~59,男,172.0,閉眼片足立ち
1981.0,40代男性,25~29,男,176.0,閉眼片足立ち
1981.0,40代男性,40~44,男,172.0,閉眼片足立ち
1982.0,40代男性,45~49,男,165.0,閉眼片足立ち
1982.0,40代男性,25~29,男,174.0,閉眼片足立ち
1982.0,40代男性,45~49,男,176.0,閉眼片足立ち
1982.0,40代男性,20~24,男,175.0,閉眼片足立ち
nan,40代男性,20~24,男,177.0,閉眼片足立ち
nan,40代男性,40~44,男,182.0,閉眼片足立ち
nan,40代男性,35~39,男,178.0,閉眼片足立ち
nan,40代男性,45~49,男,170.0,閉眼片足立ち
nan,40代男性,40~44,男,170.0,閉眼片足立ち
nan,40代男性,35~39,男,175.0,閉眼片足立ち
nan,40代男性,40~44,男,175.0,閉眼片足立ち
nan,40代男性,45~49,男,175.0,閉眼片足立ち
nan,30代男性,35~39,男,170.0,閉眼片足立ち
nan,30代男性,35~39,男,175.0,閉眼片足立ち
nan,30代男性,35~39,男,175.0,閉眼片足立ち
nan,30代男性,35~39,男,175.0,閉眼片足立ち
nan,30代男性,45~49,男,175.0,閉眼片足立ち
nan,30代男性,20~24,男,170.0,閉眼片足立ち
nan,30代男性,20~24,男,175.0,閉眼片足立ち
nan,30代男性,20~24,男,175.0,閉眼片足立ち
nan,30代男性,25~29,男,170.0,閉眼片足立ち
nan,30代男性,25~29,男,175.0,閉眼片足立ち
nan,30代男性,45~49,男,170.0,閉眼片足立ち
1983.0,30代男性,20~24,男,161.0,閉眼片足立ち
1983.0,30代男性,35~39,男,174.0,閉眼片足立ち
1983.0,30代男性,30~34,男,175.0,閉眼片足立ち
1984.0,30代男性,20~24,男,182.0,閉眼片足立ち
1985.0,30代男性,20~24,男,170.0,閉眼片足立ち
1985.0,30代男性,20~24,男,180.0,閉眼片足立ち
1985.0,30代男性,20~24,男,170.5,閉眼片足立ち
1986.0,30代男性,20~24,男,171.0,閉眼片足立ち
1986.0,30代男性,20~24,男,175.0,閉眼片足立ち
1987.0,30代男性,25~29,男,168.0,閉眼片足立ち
1988.0,30代男性,20~24,男,175.0,閉眼片足立ち
1988.0,30代男性,35~39,男,181.0,閉眼片足立ち
1988.0,30代男性,30~34,男,174.0,閉眼片足立ち
1988.0,30代男性,20~24,男,168.0,閉眼片足立ち
1989.0,30代男性,65~69,男,170.0,閉眼片足立ち
1989.0,30代男性,30~34,男,167.0,閉眼片足立ち
1990.0,30代男性,45~49,男,182.0,閉眼片足立ち
1990.0,30代男性,55~59,男,174.0,閉眼片足立ち
1991.0,30代男性,35~39,男,164.0,閉眼片足立ち
1991.0,30代男性,20~24,男,172.0,閉眼片足立ち
1991.0,30代男性,20~24,男,176.0,閉眼片足立ち
1992.0,30代男性,20~24,男,170.0,閉眼片足立ち
1992.0,30代男性,20~24,男,170.0,閉眼片足立ち
1992.0,30代男性,40~44,男,170.0,閉眼片足立ち
1992.0,30代男性,20~24,男,172.0,閉眼片足立ち
1993.0,20代男性,35~39,男,162.0,閉眼片足立ち
1993.0,20代男性,20~24,男,173.0,閉眼片足立ち
1993.0,20代男性,35~39,男,177.0,閉眼片足立ち
1994.0,20代男性,20~24,男,175.0,閉眼片足立ち
1994.0,20代男性,20~24,男,175.0,閉眼片足立ち
1994.0,20代男性,20~24,男,169.0,閉眼片足立ち
1994.0,20代男性,40~44,男,165.0,閉眼片足立ち
1994.0,20代男性,30~34,男,185.0,閉眼片足立ち
1995.0,20代男性,35~39,男,176.0,閉眼片足立ち
1995.0,20代男性,20~24,男,171.0,閉眼片足立ち
1995.0,20代男性,20~24,男,171.2,閉眼片足立ち
1995.0,20代男性,20~24,男,175.0,閉眼片足立ち
1995.0,20代男性,20~24,男,169.0,閉眼片足立ち
1996.0,20代男性,50~54,男,176.0,閉眼片足立ち
1996.0,20代男性,20~24,男,172.0,閉眼片足立ち
1996.0,20代男性,50~54,男,162.0,閉眼片足立ち
1996.0,20代男性,30~34,男,169.0,閉眼片足立ち
1996.0,20代男性,20~24,男,175.0,閉眼片足立ち
1997.0,20代男性,30~34,男,181.0,閉眼片足立ち
1999.0,20代男性,25~29,男,173.0,閉眼片足立ち
1999.0,20代男性,50~54,男,175.0,閉眼片足立ち
2000.0,20代男性,75~79,男,161.0,閉眼片足立ち
2000.0,20代男性,20~24,男,170.0,閉眼片足立ち
2000.0,20代男性,20~24,男,176.0,閉眼片足立ち
2001.0,20代男性,20~24,男,166.0,閉眼片足立ち
2001.0,20代男性,20~24,男,160.0,閉眼片足立ち
2001.0,20代男性,20~24,男,171.0,閉眼片足立ち
2005.0,10代男性,40~44,男,166.0,閉眼片足立ち
2008.0,10代男性,25~29,男,159.0,閉眼片足立ち
1963.0,50代女性,50~54,女,164.0,閉眼片足立ち
1963.0,50代女性,60~64,女,160.0,閉眼片足立ち
1964.0,50代女性,30~34,女,164.0,閉眼片足立ち
1965.0,50代女性,55~59,女,156.0,閉眼片足立ち
1965.0,50代女性,45~49,女,152.0,閉眼片足立ち
1965.0,50代女性,45~49,女,158.0,閉眼片足立ち
1965.0,50代女性,25~29,女,154.0,閉眼片足立ち
1965.0,50代女性,45~49,女,155.0,閉眼片足立ち
1965.0,50代女性,65~69,女,158.0,閉眼片足立ち
1966.0,50代女性,50~54,女,162.0,閉眼片足立ち
1966.0,50代女性,40~44,女,161.5,閉眼片足立ち
1967.0,50代女性,40~44,女,154.0,閉眼片足立ち
1967.0,50代女性,55~59,女,168.0,閉眼片足立ち
1967.0,50代女性,35~39,女,160.0,閉眼片足立ち
1967.0,50代女性,45~49,女,158.0,閉眼片足立ち
1967.0,50代女性,30~34,女,168.0,閉眼片足立ち
1967.0,50代女性,65~69,女,162.0,閉眼片足立ち
1967.0,50代女性,40~44,女,153.6,閉眼片足立ち
1968.0,50代女性,45~49,女,157.0,閉眼片足立ち
1968.0,50代女性,40~44,女,164.0,閉眼片足立ち
1969.0,50代女性,40~44,女,166.0,閉眼片足立ち
1969.0,50代女性,40~44,女,163.0,閉眼片足立ち
1969.0,50代女性,40~44,女,157.4,閉眼片足立ち
1969.0,50代女性,30~34,女,161.0,閉眼片足立ち
1969.0,50代女性,40~44,女,158.0,閉眼片足立ち
1969.0,50代女性,50~54,女,158.0,閉眼片足立ち
1969.0,50代女性,50~54,女,160.0,閉眼片足立ち
1969.0,50代女性,25~29,女,162.0,閉眼片足立ち
1970.0,50代女性,20~24,女,155.0,閉眼片足立ち
1970.0,50代女性,45~49,女,155.0,閉眼片足立ち
1970.0,50代女性,55~59,女,164.0,閉眼片足立ち
1970.0,50代女性,55~59,女,148.0,閉眼片足立ち
1970.0,50代女性,20~24,女,160.0,閉眼片足立ち
1970.0,50代女性,40~44,女,166.0,閉眼片足立ち
1970.0,50代女性,35~39,女,155.0,閉眼片足立ち
1970.0,50代女性,55~59,女,154.0,閉眼片足立ち
1970.0,50代女性,60~64,女,152.0,閉眼片足立ち
1970.0,50代女性,50~54,女,155.0,閉眼片足立ち
1970.0,50代女性,30~34,女,159.0,閉眼片足立ち
1970.0,50代女性,55~59,女,169.0,閉眼片足立ち
1970.0,50代女性,45~49,女,164.0,閉眼片足立ち
1970.0,50代女性,40~44,女,160.0,閉眼片足立ち
1971.0,50代女性,45~49,女,162.0,閉眼片足立ち
1971.0,50代女性,45~49,女,160.0,閉眼片足立ち
1971.0,50代女性,40~44,女,153.0,閉眼片足立ち
1971.0,50代女性,60~64,女,163.0,閉眼片足立ち
1971.0,50代女性,45~49,女,165.0,閉眼片足立ち
1971.0,50代女性,45~49,女,165.0,閉眼片足立ち
1971.0,50代女性,60~64,女,154.0,閉眼片足立ち
1971.0,50代女性,50~54,女,161.0,閉眼片足立ち
1971.0,50代女性,55~59,女,164.0,閉眼片足立ち
1971.0,50代女性,35~39,女,159.0,閉眼片足立ち
1971.0,50代女性,55~59,女,169.0,閉眼片足立ち
1971.0,50代女性,20~24,女,163.0,閉眼片足立ち
1971.0,50代女性,35~39,女,153.0,閉眼片足立ち
1971.0,50代女性,35~39,女,161.5,閉眼片足立ち
1971.0,50代女性,50~54,女,163.0,閉眼片足立ち
1971.0,50代女性,25~29,女,160.0,閉眼片足立ち
1971.0,50代女性,55~59,女,161.0,閉眼片足立ち
1972.0,50代女性,35~39,女,155.0,閉眼片足立ち
1972.0,50代女性,30~34,女,160.0,閉眼片足立ち
1972.0,50代女性,30~34,女,158.0,閉眼片足立ち
1972.0,50代女性,45~49,女,157.0,閉眼片足立ち
1972.0,50代女性,45~49,女,157.0,閉眼片足立ち
1972.0,50代女性,30~34,女,159.5,閉眼片足立ち
1972.0,50代女性,45~49,女,167.0,閉眼片足立ち
1972.0,50代女性,25~29,女,153.0,閉眼片足立ち
1972.0,50代女性,55~59,女,160.0,閉眼片足立ち
1972.0,50代女性,40~44,女,156.0,閉眼片足立ち
1972.0,50代女性,25~29,女,159.0,閉眼片足立ち
1972.0,50代女性,70~74,女,160.0,閉眼片足立ち
1972.0,50代女性,50~54,女,155.0,閉眼片足立ち
1972.0,50代女性,35~39,女,163.0,閉眼片足立ち
1972.0,50代女性,50~54,女,152.0,閉眼片足立ち
1972.0,50代女性,45~49,女,158.0,閉眼片足立ち
1972.0,50代女性,35~39,女,167.5,閉眼片足立ち
1972.0,50代女性,45~49,女,160.0,閉眼片足立ち
1972.0,50代女性,50~54,女,157.0,閉眼片足立ち
1973.0,40代女性,40~44,女,163.0,閉眼片足立ち
1973.0,40代女性,30~34,女,150.0,閉眼片足立ち
1973.0,40代女性,60~64,女,165.0,閉眼片足立ち
1973.0,40代女性,55~59,女,168.0,閉眼片足立ち
1973.0,40代女性,55~59,女,155.0,閉眼片足立ち
1973.0,40代女性,55~59,女,162.3,閉眼片足立ち
1973.0,40代女性,35~39,女,157.0,閉眼片足立ち
1973.0,40代女性,30~34,女,160.0,閉眼片足立ち
1973.0,40代女性,65~69,女,160.0,閉眼片足立ち
1973.0,40代女性,40~44,女,160.0,閉眼片足立ち
1973.0,40代女性,55~59,女,154.0,閉眼片足立ち
1973.0,40代女性,50~54,女,154.0,閉眼片足立ち
1973.0,40代女性,35~39,女,163.0,閉眼片足立ち
1974.0,40代女性,55~59,女,160.0,閉眼片足立ち
1974.0,40代女性,55~59,女,160.0,閉眼片足立ち
1974.0,40代女性,30~34,女,160.0,閉眼片足立ち
1974.0,40代女性,30~34,女,160.0,閉眼片足立ち
1974.0,40代女性,40~44,女,160.0,閉眼片足立ち
1974.0,40代女性,35~39,女,155.0,閉眼片足立ち
1974.0,40代女性,65~69,女,168.0,閉眼片足立ち
1974.0,40代女性,45~49,女,160.0,閉眼片足立ち
1974.0,40代女性,45~49,女,155.0,閉眼片足立ち
1974.0,40代女性,20~24,女,165.0,閉眼片足立ち
1974.0,40代女性,50~54,女,164.5,閉眼片足立ち
1974.0,40代女性,30~34,女,166.0,閉眼片足立ち
1974.0,40代女性,40~44,女,154.0,閉眼片足立ち
1975.0,40代女性,30~34,女,155.0,閉眼片足立ち
1975.0,40代女性,35~39,女,163.0,閉眼片足立ち
1975.0,40代女性,60~64,女,157.0,閉眼片足立ち
1975.0,40代女性,60~64,女,162.0,閉眼片足立ち
1975.0,40代女性,30~34,女,160.0,閉眼片足立ち
1975.0,40代女性,45~49,女,155.0,閉眼片足立ち
1975.0,40代女性,40~44,女,158.0,閉眼片足立ち
1975.0,40代女性,20~24,女,166.0,閉眼片足立ち
1976.0,40代女性,30~34,女,158.0,閉眼片足立ち
1976.0,40代女性,30~34,女,158.0,閉眼片足立ち
